Date,Open,High,Low,No. of Trades,Volume,Value,Last Trade Price,Last Trade Date,Prev. Close,Close,Net Change,PayoutRatio,Ticker,Industry,Name,Exchange - Market,Country of Origin,Stock Splits,Dividends
3/3/20,1.4,1.4,1.33,244,22821549,31307124.76,1.34,3/3/20,1.38,1.34,-0.04,0,AIRARABIA,Transportation,Air Arabia P.J.S.C.,DFM,UAE,0,0
2/3/20,1.31,1.38,1.31,185,10898927,14831782.82,1.38,2/3/20,1.3,1.38,0.08,0,AIRARABIA,Transportation,Air Arabia P.J.S.C.,DFM,UAE,0,0
1/3/20,1.34,1.35,1.3,195,12222596,16207035,1.3,1/3/20,1.4,1.3,-0.1,0,AIRARABIA,Transportation,Air Arabia P.J.S.C.,DFM,UAE,0,0
2/27/20,1.38,1.41,1.34,341,17305181,23755260.95,1.4,27/02/2020,1.4,1.4,0,0,AIRARABIA,Transportation,Air Arabia P.J.S.C.,DFM,UAE,0,0
2/26/20,1.41,1.41,1.37,155,14759853,20447050.8,1.4,26/02/2020,1.43,1.4,-0.03,0,AIRARABIA,Transportation,Air Arabia P.J.S.C.,DFM,UAE,0,0
2/25/20,1.47,1.47,1.41,276,18570287,26784688.18,1.43,25/02/2020,1.48,1.43,-0.05,0,AIRARABIA,Transportation,Air Arabia P.J.S.C.,DFM,UAE,0,0
8/20/20,10.75,10.8,10.55,541,4989383,53140150.75,10.65,20/08/2020,10.75,10.65,-0.1,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
8/19/20,10.5,10.8,10.4,840,6784957,72446371.5,10.75,19/08/2020,10.45,10.75,0.3,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
8/18/20,10.5,10.7,10.25,655,6332132,66280300.1,10.45,18/08/2020,10.5,10.45,-0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
8/17/20,10.05,10.5,10.05,1032,8472215,87656064.15,10.5,17/08/2020,10.05,10.5,0.45,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
8/16/20,9.93,10.1,9.85,238,4650048,46534131.2,10.05,16/08/2020,9.75,10.05,0.3,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
8/13/20,9.5,9.94,9.31,1411,12882450,125608411.2,9.75,13/08/2020,9.5,9.75,0.25,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
12/8/20,9.26,9.5,9.26,296,2667897,25194160.63,9.5,12/8/20,9.25,9.5,0.25,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
11/8/20,9.35,9.37,9.2,194,1845482,17110330.73,9.25,11/8/20,9.2,9.25,0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
10/8/20,9.23,9.38,9.2,313,2847101,26355624.07,9.2,10/8/20,9.25,9.2,-0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
9/8/20,9.15,9.4,9.01,140,2269619,20928118.14,9.25,9/8/20,9.35,9.25,-0.1,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/8/20,9.26,9.39,9.23,439,3153150,29465533.05,9.35,6/8/20,9.2,9.35,0.15,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/8/20,9.12,9.24,9.11,449,3718147,34184066.54,9.2,5/8/20,9.12,9.2,0.08,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/8/20,9.06,9.12,9.04,450,9913576,89933479.68,9.12,4/8/20,9.04,9.12,0.08,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/8/20,9.08,9.08,8.99,368,1987469,17925930.4,9.04,3/8/20,8.84,9.04,0.2,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/29/20,8.95,8.95,8.82,215,1121808,9971234.82,8.84,29/07/2020,8.87,8.84,-0.03,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/28/20,8.99,8.99,8.86,221,2842942,25223618.12,8.87,28/07/2020,9,8.87,-0.13,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/27/20,9,9,8.88,410,2446842,21937463.15,9,27/07/2020,8.93,9,0.07,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/26/20,8.95,8.95,8.93,24,136933,1223290.35,8.93,26/07/2020,8.89,8.93,0.04,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/23/20,8.96,9.01,8.85,352,3165477,28138199.11,8.89,23/07/2020,9,8.89,-0.11,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/22/20,9.13,9.13,8.96,382,3686847,33195377.89,9,22/07/2020,9.14,9,-0.14,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/21/20,8.9,9.14,8.9,507,6777983,61211561.36,9.14,21/07/2020,8.63,9.14,0.51,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/20/20,8.74,8.85,8.62,290,2741846,23989806.9,8.63,20/07/2020,8.8,8.63,-0.17,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/19/20,8.65,8.8,8.62,161,945010,8211231.5,8.8,19/07/2020,8.55,8.8,0.25,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/16/20,8.5,8.65,8.5,294,1948966,16731215.75,8.55,16/07/2020,8.5,8.55,0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/15/20,8.61,8.67,8.39,287,2265404,19308571.97,8.5,15/07/2020,8.62,8.5,-0.12,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/14/20,8.76,8.78,8.56,299,3613938,31320475.78,8.62,14/07/2020,8.76,8.62,-0.14,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/13/20,8.92,8.92,8.76,148,1265141,11175080.78,8.76,13/07/2020,8.88,8.76,-0.12,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
12/7/20,8.85,8.91,8.85,94,1098625,9772122.43,8.88,12/7/20,8.89,8.88,-0.01,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
9/7/20,8.81,8.89,8.81,167,2333621,20652129.29,8.89,9/7/20,8.88,8.89,0.01,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
8/7/20,8.99,8.99,8.83,228,1823419,16180735.93,8.88,8/7/20,8.9,8.88,-0.02,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/7/20,8.99,8.99,8.9,202,1415876,12622794.81,8.9,7/7/20,8.86,8.9,0.04,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/7/20,8.9,8.93,8.84,214,1450064,12868070.67,8.86,6/7/20,8.81,8.86,0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/7/20,8.9,8.9,8.81,55,220941,1952884.69,8.81,5/7/20,8.9,8.81,-0.09,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
2/7/20,8.95,8.95,8.88,153,2057161,18307795.12,8.9,2/7/20,8.9,8.9,0,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
1/7/20,8.93,8.94,8.86,139,2154244,19174611.54,8.9,1/7/20,8.86,8.9,0.04,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/30/20,8.86,8.97,8.84,151,4056498,35949501.73,8.86,30/06/2020,8.86,8.86,0,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/29/20,8.9,9.08,8.85,247,1937419,17206420.33,8.86,29/06/2020,8.9,8.86,-0.04,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/28/20,8.85,8.99,8.85,185,2119005,18900314.21,8.9,28/06/2020,8.9,8.9,0,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/25/20,8.91,8.99,8.85,225,3656921,32554233.3,8.9,25/06/2020,9,8.9,-0.1,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/24/20,9.15,9.23,8.92,267,3846032,35080766.52,9,24/06/2020,9.1,9,-0.1,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/23/20,9.07,9.13,9,343,2968976,27017990.2,9.1,23/06/2020,9,9.1,0.1,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/22/20,8.95,9.03,8.92,248,2035042,18285435.12,9,22/06/2020,8.84,9,0.16,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/21/20,9.18,9.26,8.84,136,1507395,13463697.87,8.84,21/06/2020,9.2,8.84,-0.36,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/18/20,8.99,9.2,8.93,543,5393324,49259780.41,9.2,18/06/2020,8.93,9.2,0.27,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/17/20,8.95,8.95,8.74,642,4911843,43676751.81,8.93,17/06/2020,8.81,8.93,0.12,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/16/20,8.79,8.93,8.79,398,2266168,20134299.36,8.81,16/06/2020,8.79,8.81,0.02,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/15/20,8.95,8.95,8.65,224,2652575,23195726.81,8.79,15/06/2020,8.89,8.79,-0.1,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/14/20,8.85,8.9,8.81,91,561534,4964504.07,8.89,14/06/2020,9,8.89,-0.11,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
11/6/20,9.1,9.12,8.96,133,938468,8452225.28,9,11/6/20,9.15,9,-0.15,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
10/6/20,9.35,9.35,9.12,223,1855002,17037845.19,9.15,10/6/20,9.35,9.15,-0.2,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
9/6/20,9.47,9.47,9.25,121,1692558,15784680.61,9.35,9/6/20,9.4,9.35,-0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
8/6/20,9.45,9.6,9.21,393,4289227,40197153.47,9.4,8/6/20,9.33,9.4,0.07,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/6/20,9,9.36,9,404,5555491,50580921.78,9.33,7/6/20,8.98,9.33,0.35,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/6/20,8.78,8.98,8.75,561,5126280,45426239.27,8.98,4/6/20,8.85,8.98,0.13,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/6/20,8.8,8.85,8.63,336,3130958,27524432.28,8.85,3/6/20,8.8,8.85,0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
2/6/20,8.81,8.81,8.69,97,923063,8112010.74,8.8,2/6/20,8.8,8.8,0,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
1/6/20,8.59,8.8,8.59,760,8208910,71510098.44,8.8,1/6/20,8.56,8.8,0.24,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/31/20,8.82,8.82,8.4,261,1580436,13629540.67,8.56,31/05/2020,8.64,8.56,-0.08,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/28/20,8.93,8.93,8.49,2035,101731408,879536635.5,8.64,28/05/2020,8.93,8.64,-0.29,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/27/20,9,9.01,8.8,1076,9434708,83842422.42,8.93,27/05/2020,9,8.93,-0.07,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/21/20,8.9,9.02,8.85,837,6970882,62436059.98,9,21/05/2020,8.95,9,0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/20/20,8.91,8.96,8.89,714,5416787,48334872.05,8.95,20/05/2020,8.91,8.95,0.04,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/19/20,8.8,8.93,8.8,752,7662590,67977472.71,8.91,19/05/2020,8.77,8.91,0.14,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/18/20,8.5,8.8,8.5,484,4854076,42245928.18,8.77,18/05/2020,8.5,8.77,0.27,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/17/20,8.55,8.55,8.46,270,2090436,17785248.17,8.5,17/05/2020,8.5,8.5,0,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/14/20,8.61,8.84,8.5,771,5470393,47137015.35,8.5,14/05/2020,8.8,8.5,-0.3,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/13/20,8.8,8.85,8.5,1879,14400474,126130420.2,8.8,13/05/2020,8.45,8.8,0.35,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
12/5/20,8.35,8.65,8.35,419,2826796,24085873.93,8.45,12/5/20,8.49,8.45,-0.04,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
11/5/20,8.57,8.57,8.3,628,3635747,30825238.42,8.49,11/5/20,8.57,8.49,-0.08,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
10/5/20,8.68,8.8,8.23,538,3465448,29568474.39,8.57,10/5/20,8.66,8.57,-0.09,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/5/20,8.38,8.67,8.38,569,3681544,31609304.56,8.66,7/5/20,8.44,8.66,0.22,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/5/20,8.27,8.59,8.2,598,5320101,44724659.66,8.44,6/5/20,8.29,8.44,0.15,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/5/20,8.4,8.4,8.25,400,4406502,36517128.72,8.29,5/5/20,8.2,8.29,0.09,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/5/20,8.1,8.3,7.92,324,4841744,39635007.58,8.2,4/5/20,8.25,8.2,-0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/5/20,8.4,8.49,8.2,187,1308966,10827781.48,8.25,3/5/20,8.6,8.25,-0.35,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/30/20,8.3,8.61,8.25,416,2827632,23826335.79,8.6,30/04/2020,8.2,8.6,0.4,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/29/20,8.32,8.33,8.15,345,2186455,17915233.41,8.2,29/04/2020,8.17,8.2,0.03,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/28/20,8.3,8.3,8.17,676,3621663,29719449.7,8.17,28/04/2020,8.25,8.17,-0.08,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/27/20,8.35,8.35,8.17,368,2334325,19281467.84,8.25,27/04/2020,8.24,8.25,0.01,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/26/20,8.3,8.3,8.18,280,1986086,16310224.81,8.24,26/04/2020,8.1,8.24,0.14,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/23/20,8.2,8.25,8,304,1804025,14628204.27,8.1,23/04/2020,8.02,8.1,0.08,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/22/20,7.88,8.02,7.8,374,1995052,15836160.05,8.02,22/04/2020,7.9,8.02,0.12,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/21/20,8.1,8.23,7.89,274,2042727,16232451.11,7.9,21/04/2020,8.3,7.9,-0.4,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/20/20,8.39,8.39,8.08,156,3755334,30710335.31,8.3,20/04/2020,8.35,8.3,-0.05,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/19/20,8.33,8.53,8.15,169,1403715,11715574.05,8.35,19/04/2020,8.05,8.35,0.3,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/16/20,8.37,8.37,7.98,261,1984545,15987096.23,8.05,16/04/2020,8.39,8.05,-0.34,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/15/20,8.8,8.8,8.37,345,2917618,24936037.17,8.39,15/04/2020,8.8,8.39,-0.41,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/14/20,8.35,8.93,8.35,493,3772013,33263424.31,8.8,14/04/2020,8.5,8.8,0.3,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/13/20,8.9,8.95,8.47,570,4799210,42118263.03,8.5,13/04/2020,8.8,8.5,-0.3,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
12/4/20,8.55,9.02,8.55,268,4450734,39406131.05,8.8,12/4/20,8.4,8.8,0.4,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
9/4/20,8,8.43,7.95,286,4678790,38389985.09,8.4,9/4/20,7.8,8.4,0.6,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
8/4/20,7.6,8,7.6,311,2661946,20808785.5,7.8,8/4/20,7.53,7.8,0.27,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
7/4/20,6.72,7.54,6.72,332,2149624,15666751.41,7.53,7/4/20,6.56,7.53,0.97,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
6/4/20,6.33,6.8,6.33,337,4069276,26726674.94,6.56,6/4/20,6.56,6.56,0,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/4/20,6.81,6.81,6.56,77,1892609,12441970.71,6.56,5/4/20,6.9,6.56,-0.34,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
2/4/20,6.85,6.91,6.8,321,3080956,21130881.84,6.9,2/4/20,6.9,6.9,0,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
1/4/20,7.23,7.23,6.87,245,4030324,27925084.99,6.9,1/4/20,7.23,6.9,-0.33,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/31/20,7.25,7.46,7.2,299,2393499,17594774.07,7.23,31/03/2020,7.23,7.23,0,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/30/20,7.32,7.38,7.15,155,699492,5059237.29,7.23,30/03/2020,7.4,7.23,-0.17,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/29/20,7.2,7.4,7.1,42,310867,2281111.24,7.4,29/03/2020,7.4,7.4,0,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/26/20,7.2,7.4,7.19,142,807893,5869283.4,7.4,26/03/2020,7.38,7.4,0.02,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/25/20,7.19,7.5,7.1,483,7253537,52861282.26,7.38,25/03/2020,6.82,7.38,0.56,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/24/20,6.9,6.9,6.6,367,3711160,25341937.23,6.82,24/03/2020,6.71,6.82,0.11,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/23/20,6.99,6.99,6.71,97,2011624,13503205.84,6.71,23/03/2020,7.06,6.71,-0.35,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/22/20,7.3,7.3,7.01,189,1847456,13050828.41,7.06,22/03/2020,7.37,7.06,-0.31,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/19/20,6.97,7.37,6.97,269,6439722,45260114.7,7.37,19/03/2020,7.33,7.37,0.04,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/18/20,7.4,7.6,7.11,542,7449512,54592609.26,7.33,18/03/2020,7.18,7.33,0.15,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/17/20,7.25,7.69,6.89,512,6390771,45634689,7.18,17/03/2020,7.59,7.18,-0.41,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/16/20,7.12,7.81,7.12,549,8496593,63739225.78,7.59,16/03/2020,7.86,7.59,-0.27,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/15/20,8.89,8.9,7.86,442,7447387,59444939.92,7.86,15/03/2020,8.73,7.86,-0.87,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
12/3/20,8.73,8.93,8.73,251,5289061,46276878.09,8.73,12/3/20,9.7,8.73,-0.97,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
11/3/20,10.35,10.5,9.6,360,5430590,53380374.89,9.7,11/3/20,9.62,9.7,0.08,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
10/3/20,8.47,9.74,8.47,938,12519823,116526198.2,9.62,10/3/20,9.32,9.62,0.3,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
9/3/20,9.32,9.32,9.32,23,2904381,27068830.92,9.32,9/3/20,10.35,9.32,-1.03,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
8/3/20,11.1,11.1,10.35,228,2886699,30152228.35,10.35,8/3/20,11.45,10.35,-1.1,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
5/3/20,11.65,11.65,11.3,161,1424519,16241719.05,11.45,5/3/20,11.8,11.45,-0.35,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
4/3/20,12.05,12.05,11.5,201,2034251,23768739.8,11.8,4/3/20,12.1,11.8,-0.3,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
3/3/20,12.05,12.25,11.95,110,1878139,22745233.25,12.1,3/3/20,12,12.1,0.1,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
2/3/20,11.9,12.15,11.75,317,3474526,41567577.2,12,2/3/20,11.7,12,0.3,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
1/3/20,11.95,11.95,11.3,278,6341135,73307618.45,11.7,1/3/20,12.55,11.7,-0.85,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
2/27/20,12.8,12.9,12.4,218,2599900,32885120.25,12.55,27/02/2020,12.8,12.55,-0.25,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
2/26/20,13,13,12.8,138,5568766,71406506.6,12.8,26/02/2020,13.05,12.8,-0.25,0,EMIRATESNBD,Banks,Emirates NBD PJSC,DFM,UAE,0,0
